Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;;;
;;;10210;28000000.12;;;;;10210;-17999999.23;;;;
;;;10220;31999999.29;;;;;10220;-17999999.23;;;;
;;;10230;31999999.29;;;;;10230;-19999998.81;;;;
;;;10240;31999999.29;;;;;10240;-17999999.23;;;;
;;;10250;31999999.29;;;;;10250;-19999998.81;;;;
;;;10259.999;35999998.45;;;;;10259.999;-17999999.23;;;;
;;;10269.999;31999999.29;;;;;10269.999;-19999998.81;;;;
;;;10279.999;35999998.45;;;;;10279.999;-17999999.23;;;;
;;;10289.999;35999998.45;;;;;10289.999;-17999999.23;;;;
;;;10299.999;35999998.45;;;;;10299.999;-17999999.23;;;;
;;;10309.999;35999998.45;;;;;10309.999;-17999999.23;;;;
;;;10319.999;35999998.45;;;;;10319.999;-17999999.23;;;;
;;;10329.999;39999997.62;;;;;10329.999;-17999999.23;;;;
;;;10340;35999998.45;;;;;10340;-17999999.23;;;;
;;;10350;39999997.62;;;;;10350;-17999999.23;;;;
;;;10360;39999997.62;;;;;10360;-19999998.81;;;;
;;;10370;39999997.62;;;;;10370;-17999999.23;;;;
;;;10380;39999997.62;;;;;10380;-17999999.23;;;;
;;;10390;39999997.62;;;;;10390;-15999999.64;;;;
;;;10400;39999997.62;;;;;10400;-15999999.64;;;;
;;;10409.999;39999997.62;;;;;10409.999;-17999999.23;;;;
;;;10419.999;39999997.62;;;;;10419.999;-15999999.64;;;;
;;;10429.999;39999997.62;;;;;10429.999;-15999999.64;;;;
;;;10439.999;439999997.6;;;;;10439.999;-15999999.64;;;;
;;;10449.999;439999997.6;;;;;10449.999;-15999999.64;;;;
;;;10459.999;479999989.3;;;;;10459.999;-1400000.006;;;;
;;;10469.999;479999989.3;;;;;10469.999;-17999999.23;;;;
;;;10479.999;439999997.6;;;;;10479.999;-15999999.64;;;;
;;;10490;479999989.3;;;;;10490;-15999999.64;;;;
;;;10500;479999989.3;;;;;10500;-17999999.23;;;;
;;;10510;479999989.3;;;;;10510;-15999999.64;;;;
;;;10520;479999989.3;;;;;10520;-15999999.64;;;;
;;;10530;479999989.3;;;;;10530;-1400000.006;;;;
;;;10540;519999980.9;;;;;10540;-15999999.64;;;;
;;;10550;479999989.3;;;;;10550;-15999999.64;;;;
;;;10560;479999989.3;;;;;10560;-1400000.006;;;;
;;;10569.999;479999989.3;;;;;10569.999;-1400000.006;;;;
;;;10579.999;479999989.3;;;;;10579.999;-15999999.64;;;;
;;;10589.999;519999980.9;;;;;10589.999;-15999999.64;;;;
;;;10599.999;519999980.9;;;;;10599.999;-17999999.23;;;;
;;;10609.999;519999980.9;;;;;10609.999;-1400000.006;;;;
;;;10619.999;519999980.9;;;;;10619.999;-15999999.64;;;;
;;;10629.999;519999980.9;;;;;10629.999;-1400000.006;;;;
;;;10640;560000002.4;;;;;10640;-1400000.006;;;;
;;;10650;519999980.9;;;;;10650;-15999999.64;;;;
;;;10660;560000002.4;;;;;10660;-1400000.006;;;;
;;;10670;560000002.4;;;;;10670;-1400000.006;;;;
;;;10680;519999980.9;;;;;10680;-1400000.006;;;;
;;;10690;560000002.4;;;;;10690;-1199999.973;;;;
;;;10700;560000002.4;;;;;10700;-1400000.006;;;;
;;;10710;560000002.4;;;;;10710;-1400000.006;;;;
;;;10719.999;560000002.4;;;;;10719.999;-15999999.64;;;;
;;;10729.999;560000002.4;;;;;10729.999;-1400000.006;;;;
;;;10739.999;599999964.2;;;;;10739.999;-1400000.006;;;;
;;;10749.999;599999964.2;;;;;10749.999;-1400000.006;;;;
;;;10759.999;599999964.2;;;;;10759.999;-1400000.006;;;;
;;;10769.999;560000002.4;;;;;10769.999;-1199999.973;;;;
;;;10779.999;599999964.2;;;;;10779.999;-1199999.973;;;;
;;;10790;639999985.7;;;;;10790;-1400000.006;;;;
;;;10800;639999985.7;;;;;10800;-1400000.006;;;;
;;;10810;599999964.2;;;;;10810;-1400000.006;;;;
;;;10820;639999985.7;;;;;10820;-1400000.006;;;;
;;;10830;599999964.2;;;;;10830;-1199999.973;;;;
;;;10840;639999985.7;;;;;10840;-1400000.006;;;;
;;;10850;639999985.7;;;;;10850;-1400000.006;;;;
;;;10860;639999985.7;;;;;10860;-1400000.006;;;;
;;;10869.999;639999985.7;;;;;10869.999;-1199999.973;;;;
;;;10879.999;680000007.2;;;;;10879.999;-1199999.973;;;;
;;;10889.999;639999985.7;;;;;10889.999;-1400000.006;;;;
;;;10899.999;680000007.2;;;;;10899.999;-99999994.04;;;;
;;;10909.999;680000007.2;;;;;10909.999;-1400000.006;;;;
;;;10919.999;680000007.2;;;;;10919.999;-1400000.006;;;;
;;;10929.999;680000007.2;;;;;10929.999;-1199999.973;;;;
;;;10939.999;680000007.2;;;;;10939.999;-1199999.973;;;;
;;;10950;680000007.2;;;;;10950;-1199999.973;;;;
;;;10960;680000007.2;;;;;10960;-99999994.04;;;;
;;;10970;680000007.2;;;;;10970;-1199999.973;;;;
;;;10980;719999969;;;;;10980;-99999994.04;;;;
;;;10990;719999969;;;;;10990;-1199999.973;;;;
;;;11000;680000007.2;;;;;11000;-1199999.973;;;;
;;;11010;719999969;;;;;11010;-99999994.04;;;;
;;;11019.999;719999969;;;;;11019.999;-99999994.04;;;;
;;;11029.999;759999990.5;;;;;11029.999;-99999994.04;;;;
;;;11039.999;719999969;;;;;11039.999;-99999994.04;;;;
;;;11049.999;719999969;;;;;11049.999;-1400000.006;;;;
;;;11059.999;719999969;;;;;11059.999;-1199999.973;;;;
;;;11069.999;759999990.5;;;;;11069.999;-1199999.973;;;;
;;;11079.999;759999990.5;;;;;11079.999;-1199999.973;;;;
;;;11089.999;759999990.5;;;;;11089.999;-99999994.04;;;;
;;;11100;759999990.5;;;;;11100;-1199999.973;;;;
;;;11110;759999990.5;;;;;11110;-99999994.04;;;;
;;;11120;759999990.5;;;;;11120;-99999994.04;;;;
;;;11130;759999990.5;;;;;11130;-99999994.04;;;;
;;;11140;799999952.3;;;;;11140;-79999998.21;;;;
;;;11150;799999952.3;;;;;11150;-1199999.973;;;;
;;;11160;799999952.3;;;;;11160;-99999994.04;;;;
;;;11170;799999952.3;;;;;11170;-79999998.21;;;;
;;;11179.999;759999990.5;;;;;11179.999;-79999998.21;;;;
;;;11189.999;799999952.3;;;;;11189.999;-79999998.21;;;;
;;;11199.999;799999952.3;;;;;11199.999;-79999998.21;;;;
;;;11209.999;799999952.3;;;;;11209.999;-79999998.21;;;;
;;;11219.999;839999973.8;;;;;11219.999;-99999994.04;;;;
;;;11229.999;839999973.8;;;;;11229.999;-79999998.21;;;;
;;;11239.999;799999952.3;;;;;11239.999;-79999998.21;;;;
;;;11250;799999952.3;;;;;11250;-79999998.21;;;;
;;;11260;839999973.8;;;;;11260;-79999998.21;;;;
;;;11270;799999952.3;;;;;11270;-79999998.21;;;;
;;;11280;839999973.8;;;;;11280;-79999998.21;;;;
;;;11290;839999973.8;;;;;11290;-79999998.21;;;;
;;;11300;839999973.8;;;;;11300;-79999998.21;;;;
;;;11310;839999973.8;;;;;11310;-79999998.21;;;;
;;;11320;839999973.8;;;;;11320;-79999998.21;;;;
;;;11329.999;839999973.8;;;;;11329.999;-59999998.66;;;;
;;;11339.999;839999973.8;;;;;11339.999;-79999998.21;;;;
;;;11349.999;839999973.8;;;;;11349.999;-59999998.66;;;;
;;;11359.999;839999973.8;;;;;11359.999;-79999998.21;;;;
;;;11369.999;839999973.8;;;;;11369.999;-79999998.21;;;;
;;;11379.999;839999973.8;;;;;11379.999;-79999998.21;;;;
;;;11389.999;879999995.2;;;;;11389.999;-59999998.66;;;;
;;;11399.999;839999973.8;;;;;11399.999;-59999998.66;;;;
;;;11410;839999973.8;;;;;11410;-79999998.21;;;;
;;;11420;879999995.2;;;;;11420;-3999999.911;;;;
;;;11430;879999995.2;;;;;11430;-59999998.66;;;;
;;;11440;879999995.2;;;;;11440;-59999998.66;;;;
;;;11450;919999957.1;;;;;11450;-59999998.66;;;;
;;;11460;839999973.8;;;;;11460;-59999998.66;;;;
;;;11470;879999995.2;;;;;11470;-59999998.66;;;;
;;;11479.999;879999995.2;;;;;11479.999;-59999998.66;;;;
;;;11489.999;919999957.1;;;;;11489.999;-59999998.66;;;;
;;;11499.999;879999995.2;;;;;11499.999;-3999999.911;;;;
;;;11509.999;879999995.2;;;;;11509.999;-3999999.911;;;;
;;;11519.999;919999957.1;;;;;11519.999;-3999999.911;;;;
;;;11529.999;919999957.1;;;;;11529.999;-3999999.911;;;;
;;;11539.999;879999995.2;;;;;11539.999;-3999999.911;;;;
;;;11549.999;919999957.1;;;;;11549.999;-59999998.66;;;;
;;;11560;919999957.1;;;;;11560;-3999999.911;;;;
;;;11570;919999957.1;;;;;11570;-3999999.911;;;;
;;;11580;919999957.1;;;;;11580;-3999999.911;;;;
;;;11590;919999957.1;;;;;11590;-3999999.911;;;;
;;;11600;919999957.1;;;;;11600;-3999999.911;;;;
;;;11610;919999957.1;;;;;11610;-3999999.911;;;;
;;;11620;919999957.1;;;;;11620;-3999999.911;;;;
;;;11630;919999957.1;;;;;11630;-199999.996;;;;
;;;11639.999;919999957.1;;;;;11639.999;-199999.996;;;;
;;;11649.999;919999957.1;;;;;11649.999;-199999.996;;;;
;;;11659.999;919999957.1;;;;;11659.999;-199999.996;;;;
;;;11669.999;919999957.1;;;;;11669.999;-199999.996;;;;
;;;11679.999;959999978.5;;;;;11679.999;-199999.996;;;;
;;;11689.999;919999957.1;;;;;11689.999;-3999999.911;;;;
;;;11699.999;919999957.1;;;;;11699.999;-199999.996;;;;
;;;11710;959999978.5;;;;;11710;-199999.996;;;;
;;;11720;919999957.1;;;;;11720;-199999.996;;;;
;;;11730;919999957.1;;;;;11730;-199999.996;;;;
;;;11740;919999957.1;;;;;11740;-199999.996;;;;
;;;11750;919999957.1;;;;;11750;-3999999.911;;;;
;;;11760;919999957.1;;;;;11760;-199999.996;;;;
;;;11770;919999957.1;;;;;11770;-199999.996;;;;
;;;11780;959999978.5;;;;;11780;0;;;;
;;;11789.999;959999978.5;;;;;11789.999;-199999.996;;;;
;;;11799.999;959999978.5;;;;;11799.999;-199999.996;;;;
;;;11809.999;959999978.5;;;;;11809.999;-199999.996;;;;
;;;11819.999;959999978.5;;;;;11819.999;0;;;;
;;;11829.999;959999978.5;;;;;11829.999;-199999.996;;;;
;;;11839.999;959999978.5;;;;;11839.999;0;;;;
;;;11849.999;959999978.5;;;;;11849.999;-199999.996;;;;
;;;11860;959999978.5;;;;;11860;0;;;;
;;;11870;959999978.5;;;;;11870;-199999.996;;;;
;;;11880;959999978.5;;;;;11880;199999.996;;;;
;;;11890;959999978.5;;;;;11890;199999.996;;;;
;;;11900;959999978.5;;;;;11900;0;;;;
;;;11910;1000000;;;;;11910;0;;;;
;;;11920;959999978.5;;;;;11920;-199999.996;;;;
;;;11930;959999978.5;;;;;11930;0;;;;
;;;11939.999;1000000;;;;;11939.999;0;;;;
;;;11949.999;1000000;;;;;11949.999;0;;;;
;;;11959.999;959999978.5;;;;;11959.999;199999.996;;;;
;;;11969.999;1000000;;;;;11969.999;199999.996;;;;
;;;11979.999;1000000;;;;;11979.999;199999.996;;;;
;;;11989.999;1000000;;;;;11989.999;199999.996;;;;
;;;11999.999;959999978.5;;;;;11999.999;199999.996;;;;
;;;12009.999;959999978.5;;;;;12009.999;199999.996;;;;
;;;12020;959999978.5;;;;;12020;0;;;;
;;;12030;1000000;;;;;12030;199999.996;;;;
;;;12040;959999978.5;;;;;12040;199999.996;;;;
;;;12050;1000000;;;;;12050;199999.996;;;;
;;;12060;1000000;;;;;12060;199999.996;;;;
;;;12070;959999978.5;;;;;12070;3999999.911;;;;
;;;12080;959999978.5;;;;;12080;3999999.911;;;;
;;;12089.999;959999978.5;;;;;12089.999;199999.996;;;;
